
15,10,30,1.0,0.862424242424,1.0,0.820404040404,1.0,0.277777777778,1.0,0.6938383838383839,1.0,0.3177777777777778
15,10,50,0.98,0.812828282828,1.0,0.749090909091,1.0,0.256060606061,1.0,0.6758585858585859,1.0,0.316969696969697
15,10,70,1.0,0.834141414141,1.0,0.764747474747,1.0,0.325656565657,1.0,0.678989898989899,1.0,0.352929292929293
15,500,30,0.9954,0.9802,1.0,0.9776,0.9824,0.9692,0.9954,0.9782,0.9884,0.9764
15,500,50,0.9922,0.9782,1.0,0.9756,0.9884,0.9682,0.9932,0.9792,0.993,0.9804
15,500,70,0.9902,0.977,1.0,0.9756,0.9912,0.9668,0.9914,0.9782,0.9902,0.976
15,800,30,0.99525,0.9815,1.0,0.976,0.97875,0.97,0.991125,0.9765,0.991625,0.981
15,800,50,0.9935,0.9835,1.0,0.9785,0.984,0.97,0.994875,0.982,0.990875,0.9835
15,800,70,0.990375,0.9825,1.0,0.9795,0.986625,0.972,0.992625,0.983,0.98825,0.9815
30,10,30,1.0,0.814444444444,1.0,0.790909090909,1.0,0.254444444444,0.96,0.44686868686868686,0.94,0.31191919191919193
30,10,50,1.0,0.845050505051,1.0,0.790404040404,1.0,0.33,0.78,0.41393939393939394,0.72,0.3747474747474747
30,10,70,1.0,0.855050505051,1.0,0.784141414141,1.0,0.286868686869,0.9299999999999999,0.55,0.8200000000000001,0.3390909090909091
30,500,30,0.9994,0.9754,1.0,0.9754,0.9848,0.9706,0.9976,0.9784,0.9966,0.9782
30,500,50,0.9996,0.9826,1.0,0.9768,0.9896,0.9748,0.9992,0.9842,0.9954,0.9826
30,500,70,0.9994,0.9856,1.0,0.9738,0.9938,0.9688,0.9988,0.9848,0.9966,0.983
30,800,30,0.999625,0.9805,1.0,0.9815,0.981,0.97,0.999625,0.983,0.995875,0.984
30,800,50,0.9995,0.984,1.0,0.977,0.98525,0.974,0.9995,0.9825,0.995375,0.981
30,800,70,0.999625,0.9865,1.0,0.9775,0.98775,0.9715,0.999125,0.986,0.995125,0.9845
